text,score,label
bagus sekalitapi jaring nya perlu tingkat kan,0,positif
moga makin maju,0,positif
tambah dong min opsi panjang masa aktif kuota,0,positif
goodlike,0,positif
puas banget,0,positif
sangat bagus,1,positif
mantap,1,positif
mantap,1,positif
terbaikk,0,positif
mantap,1,positif
mantap,1,positif
apk bagus banget,1,positif
aplikasi bagus,1,positif
keren aplikasi mudah isi ulang kuota banyak pilihannyapertahankan promo kuota murah,2,positif
tingkat biar enggak spam iklan tak,0,positif
sangat bagus internet,1,positif
sangat bagus sangat baik,2,positif
mantap,1,positif
terima kasih,2,positif
banget,0,positif
bagus bangettidak nyesal,1,positif
kuota mantap,1,positif
my telkomsel hp tidak di pakai buat transaksisaya minta bantu pemulihantapi sekarang enggak ubah,0,positif
sangat bagus,1,positif
top,1,positif
mantap,1,positif
mantap,1,positif
sangat cocok,1,positif
good,0,positif
sangat bagus,1,positif
good job,0,positif
paket doang mhl jaring goib pas ujan,0,positif
sinyal sangat bagusssangat muas dulu sekarang terikasih telkomsel,0,positif
sangat bagus,1,positif
keren,1,positif
puas banget,0,positif
aplikasi sangat mudah beli paket internet paket internet sendiri aku sangat puas paket hot promo harga sangat jangkau untuk ajar aku,1,positif
cukup bijak,1,positif
cukup baik sangat bantu,2,positif
hai kak noela hhhe,0,positif
iya,0,positif
baik,1,positif
mantap my telkomsel mudah akses,2,positif
mantap,1,positif
pakett gratis,1,positif
sangat bagus,1,positif
bagus lebih cepat mudah,3,positif
asiiik,0,positif
mantap,1,positif
biar bintang jawab,1,positif
best product,0,positif
suka banget pakai kartu telkomsel,1,positif
good,0,positif
sangat baik mudah transaksi sangat mudah pakai data,3,positif
baik,1,positif
good,0,positif
sangat bagus,1,positif
baik,1,positif
bintang,1,positif
mantab,1,positif
good,0,positif
simpel cepat prosesx,1,positif
bagus,1,positif
wih mantap,1,positif
mantap,1,positif
mantap,1,positif
okee,0,positif
good,0,positif
baru coba moga bantu,1,positif
bagus banget,1,positif
promonay lebih bayak,0,positif
mantap,1,positif
good,0,positif
pepet gue pakai apk,0,positif
mantap,1,positif
oke,0,positif
akhirakhir paket naik,1,positif
bantu,1,positif
baik,1,positif
mantap betul semua paket di sini,2,positif
jaring nya cepat harga paket murah ya inti telkomsel mancaapp,1,positif
bagus,1,positif
bagus,1,positif
bantu banget min terima kasih,3,positif
mantap undi,1,positif
bagaimana,0,positif
bagus,1,positif
jaring,0,positif
bagus bwngt,1,positif
sangat muas,0,positif
baik,1,positif
bagus,1,positif
banget,0,positif
bantu sekali,1,positif
bagus,1,positif
mantap,1,positif
like this,0,positif
mantap,1,positif
sangat bantu ecek kuota pulsa lihat paket promo,1,positif
sangat bantu kece status mudah banyak fitur kenapa ada promo saya,3,positif
apk sangat bagussssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,0,positif
mantap,1,positif
enak aplikasi nya,1,positif
sangat bantu,1,positif
gooood,0,positif
mantap harganyasinyal ngebut,1,positif
good,0,positif
wahhhhh murah banget beli kuota sini,0,positif
mantap,1,positif
irit banget,1,positif
aplikasi nya benar benar bantu,3,positif
aplikasi sangat bantu,1,positif
baik,1,positif
sangat bagus,1,positif
puas,0,positif
selalu fast respon ada promo nya wuhuuu,0,positif
bagus banget,1,positif
telkomsel,0,positif
sangat bagus buat transaksi telkomsel,1,positif
mantap,1,positif
bagus mudah pakai proses transaksi lalu my telkomsel sangat cepat,3,positif
bagus,1,positif
kasih bintang walaupun harga paket naik,3,positif
mantap,1,positif
sangat mudah transaksi,1,positif
lebih hemat,0,positif
niceee,0,positif
mantaapppp,0,positif
sangat bantu,1,positif
my telkomsel semua jadi lebih mudah,1,positif
good jobs,0,positif
change my mind,0,positif
top,1,positif
baik,1,positif
cakep deh,1,positif
semua di telkomsel,0,positif
sangat membsntu,0,positif
mantap,1,positif
sangat bantu,1,positif
mantafff,0,positif
mytelkomsel sangat mebantu,0,positif
manatp,0,positif
jaring baik,1,positif
buat cek kuota sama pulsa enak praktis tinggal klik,1,positif
puas,0,positif
sip,0,positif
good app,0,positif
sangat bagus,1,positif
sangat bagus sekali,1,positif
mantao sekali,0,positif
banyak mudah gaess,2,positif
bagus,1,positif
sangat muas,0,positif
sangat muas pokok nya enggak sesal download nya,0,positif
bagus sekali kuota hemat banget,1,positif
tahun pakai telkomsel,0,positif
telkomsel is the bestmurahgampanglancar mantap,1,positif
mantap,1,positif
mantap,1,positif
mudah cari butuh,1,positif
sangat muas,0,positif
aplikasi bagus mudah beli paket dataada undi moga untung,3,positif
baik,1,positif
jaring lancar aman hemat kouta,1,positif
aplikasi sangat bantu,1,positif
sangat bantu ecek pulsa kuota jadi mudah,2,positif
tingkat promo jual barang pls,0,positif
lebih mudah,1,positif
baik,1,positif
bagus,1,positif
mantap,1,positif
sangat bantu,1,positif
mantab and ajib deh telkomsel,1,positif
sangat puas,0,positif
mantap,1,positif
baik,1,positif
sangat bagus,1,positif
tambah kouta ketenganya buat aplikasi botoin,0,positif
bagus bagus iya,2,positif
bagus,1,positif
aplikasi nya bagus banget,1,positif
suka,1,positif
mantap,1,positif
bagus,1,positif
tingkat terus kwalitas jaring terima kasih poin poin,2,positif
mudah membeliperbanyak promonyamantap,1,positif
goof,0,positif
good,0,positif
sangat puas,0,positif
lancar,0,positif
bagus sekali,1,positif
suka banget,1,positif
terimakasih telkomsel kasih kota gratis baru,2,positif
mantap lah oke,1,positif
apliksi sngat bagus,1,positif
dan mudah,1,positif
bgusss,0,positif
sangat mudah semua perlu,0,positif
muas,0,positif
good,0,positif
good,0,positif
sangat muas langgan khusus telkomsel,0,positif
sangat mudah,1,positif
mantap,1,positif
bintang,1,positif
sangat bagus,1,positif
terima kasih my telkomsel,2,positif
sangat bagus sekali,1,positif
sangat senang puas aplikasi moga manfaat kita semua,2,positif
good,0,positif
mantap aplikasi mudah beli kuota,2,positif
terima kasih,2,positif
jaring cepat,1,positif
baru pertama aplikasi inismga berkah,0,positif
jadi andal desa maupun di tempat susah sinyal banyak paket special guna lama terus tingkat performa jaring internetnya,0,positif
baik,1,positif
bagus,1,positif
aplikasi bagus cuma harga paket nya enggak bagus wkwkwkwkk,1,positif
mantap,1,positif
bagus,1,positif
sangat baik,1,positif
mantap,1,positif
tahan sudah bagus baik masih kurang,0,positif
top,1,positif
telkomsel memang mantap jaring tetap stabil dalam pelosok mudah mudah makin kembang,4,positif
sangat bantu,1,positif
bguss,0,positif
belisemuaya,0,positif
sangat baik,1,positif
nice,0,positif
telkomsel is the best,0,positif
mantoppppop,0,positif
good,0,positif
mantap,1,positif
enggak sesal download mytelkomsel bisa kuota gratis checkin hari keren sih tapi sayang sinyal ampas daerah,3,positif
sangat bantu,1,positif
mantap,1,positif
mantap,1,positif
pokok mantap,1,positif
sangat manfaat,1,positif
good jobs,0,positif
mantap,1,positif
puas,0,positif
good,0,positif
bismillah,1,positif
good,0,positif
jaring lancar,0,positif
mantap,1,positif
muas,0,positif
bagus,1,positif
baik,1,positif
mantapl,0,positif
oke,0,positif
mantap bos ku,1,positif
mantap jadi mudah,2,positif
mantap anyiiing nampol gobloog,1,positif
my telkomsel is the best,0,positif
bagus aplikasinta,1,positif
mantabbb,0,positif
good,0,positif
mantab,1,positif
keren,1,positif
aplikasi sangat bantu,1,positif
bagus sekali wow,2,positif
baik,1,positif
jos,0,positif
mantap,1,positif
bagus,1,positif
bagus,1,positif
telkomsel jaring kuat terimakasih mudah transaksijualbeli bagai moga orang orang kerja my telkomsel selalu beri sehat mudah hidupnyadan panjang umur gampang rizkinya amiiiiiiin haturnuuhun,4,positif
moga selalu baik diri baik,2,positif
mantap,1,positif
alhamdulillah mantap terimakasih app my telkomsel maaf,2,positif
powerfull,0,positif
mantap aplikasi banyak iklan,2,positif
oke,0,positif
sungguh baik,2,positif
nice,0,positif
sangat mudah transaksi,1,positif
sangat bantu,1,positif
mantap,1,positif
telkomsel selalu hati,1,positif
pengin hadiah telkomzel,1,positif
thank,0,positif
keren,1,positif
kadih bonuss terus,0,positif
good,0,positif
nice,0,positif
mantap,1,positif
mantap,1,positif
telkomsel tiada tanding,0,positif
bagus,1,positif
suka banget pakai telkomsel,1,positif
good aplikasi,0,positif
sangat baik,1,positif
bahus kali,0,positif
bantu,1,positif
bagus,1,positif
suka kartu telkomsel,1,positif
ze,0,positif
bagus,1,positif
terimakasih telkomsel,0,positif
mantap,1,positif
suka apk,1,positif
nice,0,positif
mantap,1,positif
aplikasih sih,0,positif
moga depan lebih baikdan beri alam baik buat customer,1,positif
pertama saya pakai hp jadulsy pakai sempat enggak mana mana tetap sempat,1,positif
top,1,positif
mahal doang leletkualitas utama bro jangan untung doangjngan mkan daging saudara sendiri,1,positif
sangat bantu,1,positif
hebat atuh,1,positif
aplikasi kayak mmk bagus,1,positif
good,0,positif
mantaf banget,0,positif
sangat manfaat sangat mudah pakai aplikasi bertrasaksi telkomsel jaya selalu,2,positif
layan baik,1,positif
baik,1,positif
good,0,positif
bagus telkomsel,1,positif
trmakasi,0,positif
bagus,1,positif
matapppppppppppppppppppppppppppppppppppppppppmatapppppppppppppppppppppppppppppppppppppppppppppppmatapppppppppppppppppppppppppppppppppppppppppppppppmatapppppppppppppppppppppppppppppppppppppppppppppppmatapppppppppppppppppppppppppppppppppppppppppppppppmatapppppppppppppppppppppppppp,0,positif
jos,0,positif
bagus banget,1,positif
sangat bantu dan ada bonus kuota bulan sinyal kalo baik kerja nya,4,positif
pakai telkomsel sangat senang,1,positif
saget bagus ikan bromo bagus,2,positif
good,0,positif
mantap,1,positif
bagus,1,positif
mantap,1,positif
baik sekaligus,1,positif
mantaf,0,positif
nice,0,positif
bagua,0,positif
sangat puas,0,positif
bagus banget apk nya makasii,1,positif
juoss,0,positif
puas,0,positif
bagus,1,positif
the best ever,0,positif
baik memang,1,positif
good,0,positif
paket nya murah banget gays bilang mahal enggak mampu,1,positif
sagat bagus,1,positif
lumayan,1,positif
keren,1,positif
mnthab,0,positif
enak banget sih,1,positif
bagus banget,1,positif
mudah nya,1,positif
mantap moga koneksi nya kembang terus jadi provider cepat,2,positif
apk sangat,0,positif
wah bagus,2,positif
banyak promonya,1,positif
sangat bagus aplikasi sangat bantu,2,positif
alhamdulillah telkomsel sangat bantu komunikasi bantu anak saat ajar daring terimakasih telkomsel moga jaya terus,4,positif
mantulmantap betul aplikasi nya,1,positif
selalu sukses kembang jaman digital aplikasi sangat bantu hidup lebih maju telkomsel keren banget,5,positif
mantap,1,positif
sangat mantap,1,positif
wokeh,0,positif
sangat baik,1,positif
bagus cuman sering lot,1,positif
baik,1,positif
mantap,1,positif
selesai,1,positif
bagus banget,1,positif
okee,0,positif
mantab,1,positif
mytelkomsel sukses selalu apk sangat bantu sekali promonya murah hehehe terima kasih,4,positif
enggak,0,positif
sangat senang lihat my telkomsel,1,positif
sangat muas,0,positif
mantap,1,positif
lumayan tiap isi kuota kuota tambwhn plus hot promonya kasih hrga murah,3,positif
bguss,0,positif
bagus sinyal kadang error,0,positif
aktif combo sakti,1,positif
sangat manfaat,1,positif
good,0,positif
coba dulu,0,positif
sangat bagus,1,positif
bagus,1,positif
useful,0,positif
murah malo ada promo dapat gb terima kasih telkomtod,2,positif
baik,1,positif
bagus,1,positif
terima kasih mohon depan paket internet only kuota utama hari,2,positif
baik,1,positif
mudah untuk beli data,1,positif
sangat baik sayang beli paket kok,1,positif
bagus,1,positif
mantap,1,positif
dpe anak gaga,0,positif
my telkomsel the best,0,positif
baik,1,positif
apk nya bagus sekali,1,positif
mantap,1,positif
moga dapat hadiah undi terima kasih my telkomsel bismillah sukses selalu my telkomsel amin allah,5,positif
sangat baik,1,positif
keren,1,positif
sempurna,1,positif
mantap,1,positif
keren,1,positif
best,0,positif
mantap,1,positif
sangat bagus,1,positif
mantap tol,1,positif
sangat muas,0,positif
bagus paket data jangan dinaikin terus,1,positif
keren,1,positif
jaring cepat,1,positif
bagus jaring axiss lancar,1,positif
mantap,1,positif
instal bisa komen ksi bintang supaya banyak bacasupaya semua tau kalau simpas tambah parah baca baik semua ulas unt ggel map di tengah kota surabaya selalu telusur gps pakai provider aman tuhthx,4,positif
jaring lancar jaya,0,positif
goood,0,positif
keren,1,positif
terimakasih,0,positif
i love you telkomsel,0,positif
bagus banget,1,positif
mantulll,0,positif
banyak promo koin,1,positif
enggak bagus diskon nya,1,positif
paling beda yang paling di andal,1,positif
sangat bantu,1,positif
lebih hemat lebih mudah,1,positif
bagus,1,positif
kouta anak sultan,0,positif
aplikasi sangat bagus,1,positif
mantap promonya,1,positif
mantap my telkomsel,1,positif
goood,0,positif
sangat mudah guna,1,positif
mantap kasih paket murah buat kartu legend dong,2,positif
respon layan cepat,1,positif
sangat bagus,1,positif
bantu,1,positif
apk bagus,1,positif
my telkomsel,0,positif
bagus,1,positif
jos,0,positif
hebat,1,positif
mantap,1,positif
mantab betul,2,positif
sangat praktis,1,positif
bagus sekali,1,positif
excellent service,0,positif
lancar kan,0,positif
sangat baik,1,positif
mantap,1,positif
oke mantap,1,positif
bagus,1,positif
top,1,positif
oke,0,positif
terima kasih telkomsel,2,positif
hahah,0,positif
sangat murah,0,positif
the best,0,positif
muas,0,positif
di murahin harga nya,0,positif
trimakasih telkomsel,0,positif
telkomsel solusi tampa lelet guna internet,0,positif
mohon telkomsel prioritas paket data masa laku paket lebih pendek tambah fitur user dapat pilih paket apa ingin prioritas guna punya paket gb hari gb hari habis kepake duluan gb hari padahal masa laku lebih lama paket,0,positif
mantap,1,positif
baik apknya sangat batu mudah dalam laku beli paket,2,positif
mytelkomsel layan baik cek kuota pulsa mudah bel,2,positif
mantap pitur sangat bantu kuota kuota nya sangattyyyyttttt mahal,2,positif
exelent kasih bintang memang telkomsel one heart,2,positif
mantaf,0,positif
sangat bantu,1,positif
oke,0,positif
nagus telkomsel,0,positif
banget,0,positif
bagus,1,positif
keren banyak bonusnyaaa,2,positif
moga bantu lebih banyak orang moga percaya,3,positif
good,0,positif
mantap,1,positif
banyak bonus,2,positif
telkomsel sangat bantu banget termakasih,1,positif
top,1,positif
aplikasi keren,1,positif
mantap,1,positif
yuk,0,positif
mantap,1,positif
tingkat terus,0,positif
bagusd,0,positif
kiki antomen kijeng alex,0,positif
jji,0,positif
oke,0,positif
manfaat,1,positif
baik sekali,1,positif
bagus cok,1,positif
oke,0,positif
the best,0,positif
aplikasi sangat bantu kasih bintang lima buat aplikasi inisemoga tambah maju,4,positif
okokoko,0,positif
sangat baik,1,positif
mantap,1,positif
pis kokk,0,positif
sangat bantu sekali,1,positif
top,1,positif
love,0,positif
oke,0,positif
tsel mantap,1,positif
lumayan,1,positif
mantap sangat bagus,2,positif
mantap,1,positif
banyak pilih paket siap begitu mudah untuk daftar paket internet,4,positif
bagus,1,positif
mantap sangat bantu,2,positif
mantap,1,positif
good,0,positif
sangat praktis manis ekonomis,2,positif
trimakasih mudah,1,positif
kalau pket ada,0,positif
mantap,1,positif
nice,0,positif
mantap,1,positif
mantap,1,positif
paket nelpon banyak,1,positif
lebih praktis,1,positif
good luck telkomsel,0,positif
kak aku rumah,0,positif
sangat baik,1,positif
baik ribet,0,positif
bagus,1,positif
sangat baik,1,positif
aplikasi sangat bantu telkomsel beli kuota pulsa transaksi jadi lebih mudah,2,positif
aplikasi nya bagus banget enggak bikin kecewa,0,positif
uuuurrraaaa,0,positif
sangat bantu my telkomsel,1,positif
mantap murah banget,1,positif
kasih aku iphone pro,2,positif
cepat mantap,2,positif
apk sangat bantu telkomsel,1,positif
mantap,1,positif
top,1,positif
terimakasih tani untuk aktivitas hari jaring enggak dua harga sesuai produk tks,1,positif
mantapppp,0,positif
good,0,positif
baik,1,positif
keren,1,positif
aplikasi sangat bagusgod,0,positif
sangat cepat responya,1,positif
bagus,1,positif
sangat banyak manpaat guna,1,positif
pokok bestlah,0,positif
lebih mudah dong beli paket,1,positif
goood apk,0,positif
bagus lo ecek kouta jadi aku enggak kawatir apa kalo beli gampang banget,2,positif
bagus,1,positif
bagus,1,positif
the best,0,positif
mantab,1,positif
telkomsel tiada tak ganti,0,positif
simpati tambah produk lrbih murah,1,positif
sangat bagus,1,positif
sangat bantu,1,positif
mantap,1,positif
baik,1,positif
mntap,0,positif
apk nya bagus,1,positif
bagus bagus bagus,3,positif
nice,0,positif
baik,1,positif
moga jaring telkomsel makin baik,0,positif
bantu sekali,1,positif
mantul,0,positif
top,1,positif
makin mudah transaksi beli pulsa data internet,0,positif
good,0,positif
sangat perfect,0,positif
paket internet habis diberitahukan lebih jangan langsung potong pulsa ada makanya malas pakai paket internet telkomsel terima kasih,1,positif
topppp,0,positif
telkomsel memang bedah sih hahaha,0,positif
impormasi lebih jls,0,positif
sangat bantu mantull,1,positif
my telkosel,0,positif
good,0,positif
good,0,positif
sinyal dkedungwaringin bekas dperkuat khusunya dperum gcc kedung waringintrima kasih,0,positif
baik,1,positif
fix,0,positif
bagus banget cuman mahal,1,positif
pindah sih biru dulu pnyak promo luar biasa indah sana,0,positif
sangat muas,0,positif
solusi tepat ke habis kouta,2,positif
sangat bagus bantu beli paket data murah,2,positif
mudah beli paket banyak promonyasukses terus buat telkomselmohon daerah deas ranu logong camat randu agung kkabupaten lumajangsignalnya tingkatkansudah enggak kayak dulu lagiagak susah signalnyaatas perhati kebijakannnyasaya ucap terima kasih,4,positif
lot,0,positif
warbyazahlogin lewat app bonus,1,positif
bagus,1,positif
i like,0,positif
keren,1,positif
lebih mudah,1,positif
mudah mudah telcomsel terus sukseamin,2,positif
tingkat terus paket kouta internet super hemat,1,positif
my telkomsel makin percaya,0,positif
bagus,1,positif
mantap,1,positif
aplikasi sangat bantu monitor pulsa quota,1,positif
sangat bantu,1,positif
easy buy,0,positif
bagus banget,1,positif
bantu,1,positif
terima kasih telkomsel sinyal kuat mana mana aplikasi my telkomselnya sangat bantu kita pilih bagai jenis paket paket hemat irit yang enggak hemat maju terus telkomsel,6,positif
oke,0,positif
mantap,1,positif
telkomsel memang oke,0,positif
tetap baik,2,positif
mudah,1,positif
good,0,positif
mytelkomsel keren habis,1,positif
sangat baik,1,positif
alhamdulillah sangat bantu,2,positif
mantap sangat bantu,2,positif
oke,0,positif
jaring nya bagus kok,0,positif
kapan promo,0,positif
trimakasih,0,positif
good jobs,0,positif
sangat muas,0,positif
josss,0,positif
bagus,1,positif
mantap,1,positif
bagus,1,positif
sangat bagus,1,positif
sangat bantu,1,positif
sangat bagus,1,positif
bagus,1,positif
sangat bantu,1,positif
good,0,positif
keren,1,positif
ilove you my telkomsel,0,positif
good apk,0,positif
mantap,1,positif
sangat senang,1,positif
mantap,1,positif
aku rasa puas aplikasi mytelkomsel,0,positif
bagus sih kuota mahal bnyakkin kuota gratis lah,2,positif
sukses selalu makin jaya,0,positif
bagus,1,positif
sangat bagus,1,positif
praktis,1,positif
mantaaaaffff,0,positif
good,0,positif
bagus,1,positif
mantap,1,positif
terimakasih telkomsel apk mudah,1,positif
jisss,0,positif
sinyal mantap,1,positif
mantap,1,positif
mantap,1,positif
mantap,1,positif
sangat bagus,1,positif
makin mantap mudah dapat hadiah nya hadiah sebut sangat bantu ekonomi keluarga saat mohob sangat mudah pihak telkomsel erti kakak adik orang ibu janda tidak milik rumah adik yang paling kecil titip kan salah satu keluarga sedang mama kerja jaub rantau saya juga abang paling tua kwrja rantau adik saya no selalu kucil kan keluarga terima kasih,5,positif
mantap,1,positif
aplikasi sangat bantu sekali,1,positif
telkomsel sangat oke,0,positif
good,0,positif
okeh,0,positif
baik sangat bantu,2,positif
enggak perlu dijelasin bintang bicara,0,positif
mntabbb bana,0,positif
makin mudah beli paket internet layan nya makin bagus,0,positif
cukup lancar saya harap lebih baik,1,positif
aplikasi sangat,0,positif
bagus kalau di banyak paket murah nya,2,positif
good job,0,positif
sangat puas,0,positif
top banget,1,positif
baik,1,positif
mantap,1,positif
mantag,0,positif
moga bisa hp allah lewat undi undi poin amin,1,positif
baik banget,1,positif
bijak lebih baik pada angkuh diri,1,positif
bagus,1,positif
sangat bantu,1,positif
keren,1,positif
mantap,1,positif
bagus,1,positif
sangat bantu,1,positif
sangat bantu,1,positif
mantap,1,positif
hebat,1,positif
mantap,1,positif
mantap,1,positif
good,0,positif
tawar bagus,2,positif
keren,1,positif
mudah guna mantul telkomsel,1,positif
bagus,1,positif
mantap,1,positif
mantap,1,positif
mantap,1,positif
oke,0,positif
terimakasih telkomsel,0,positif
paket data lebih murah,0,positif
jossss,0,positif
bguss,0,positif
mantap telkomsel selalu depan,1,positif
is the best,0,positif
aplikasi sangat bagus,1,positif
lumayan harga nya,1,positif
mantap banget,1,positif
apk sangat baik bantu hal beli paket,2,positif
puas,0,positif
aplikasi nya bagus batt jadi gampang kalo mau daftar paket internet sangat bantu gue enggak tahu cara daftar paket murah,3,positif
bagus,1,positif
terima kasih mu telkomsel,2,positif
moga amin,0,positif
mantap,1,positif
memang proses cepat bagis,1,positif
mantap keren bangen,2,positif
mantap,1,positif
keren banget sangat bantu,2,positif
good,0,positif
mantap,1,positif
sangat bagus banyak fromo kali,2,positif
apk nya bagus banget senang sekali,2,positif
good job telkomsel bnykin promo internet nya bos,0,positif
bagus,1,positif
baik sangat,1,positif
mantuuuul,0,positif
bagus,1,positif
mantap,1,positif
good,0,positif
mantap,1,positif
kuota gratis,1,positif
sangat muas,0,positif
terima kasih,2,positif
good,0,positif
cakep,1,positif
mantap,1,positif
sangat baik,1,positif
sangat bagus,1,positif
puas,0,positif
oke,0,positif
sangat murah mantap,1,positif
bagus,1,positif
telkomsel paket murah enggak di daftar,0,positif
mantap,1,positif
ik,0,positif
bagus,1,positif
sangat puas,0,positif
jaring nya bagus mana ada sinyal,1,positif
sangat bagus mengunakan aplikasi terima kasih my telkomsel,3,positif
app nya bagus bantu dalam ajar terima kasih axisnet,4,positif
lengkap lancar banyak promo paket combo internet,0,positif
aplikasi sangat manfaat kita semuabagi ingin isi kuota internettelokmsel poin lah tempat nyaselain harga nya murahproses nya gampang cepat,3,positif
bantu banget,1,positif
sukses terus buat telkomsel,1,positif
bagus,1,positif
mantap,1,positif
bagus banget sih,1,positif
sangat puasinternet nya murahin dong,0,positif
good,0,positif
sukses terus buat rak telkomsel tetap semangat,4,positif
sangat bagus,1,positif
bagus,1,positif
telkomsel is the best,0,positif
telkomsel memang baik,1,positif
baik,1,positif
telkomsel selalu hati,1,positif
sinyal bagus,1,positif
bagus,1,positif
telkomsel jaya selalu,0,positif
muas,0,positif
cukup bintang bicara harga nya kurang gb,0,positif
siiioip,0,positif
mantap,1,positif
enggak yang gratis san,1,positif
jempol pokoe,1,positif
moga jaring nya makin stabil,0,positif
terima kasih telkomsel,2,positif
sinyal muantap,0,positif
mantap,1,positif
sangat bantu,1,positif
mantap sekali,1,positif
okeee,0,positif
aplikasi sangat bantu suka,2,positif
telkomsel,0,positif
mantap akun baru dpet kuota gratis meski cuman gb,2,positif
good,0,positif
kasih promo bsar doang,1,positif
syaa sangant bagus,1,positif
jadi lebih mudah bila nak cek kouta,1,positif
mantap betul my tlkom,2,positif
sangat baik,1,positif
bagus,1,positif
good,0,positif
the vast lah,0,positif
bayak gerat mantap,1,positif
mantap sangat muas ayuu buru download aplikasi nya,1,positif
oke,0,positif
baik,1,positif
good,0,positif
promonya tarik,0,positif
good app,0,positif
ken seng murah rodok an,0,positif
sangatmembantu,0,positif
denganga aplikasi my telkomsel beli paket jadi mudah,1,positif
baik,1,positif
oke,0,positif
bagus sihmempermudah lihat promopromo nomor kitalebih keren kalau ada fitur ingat batas pakai kuota internetbiar enggak kebabalasan terus,2,positif
sudah baik,1,positif
minta kuota geatis gb,0,positif
terlalu banyak fitur dapat kecewa user baik fokus informasi tawar telkomsel tqs,1,positif
good,0,positif
sangat tarik,0,positif
bagus,1,positif
yy,0,positif
mantap,1,positif
bagus,1,positif
bagus banget rekomendes buat kalian mau beli voucher,1,positif
top,1,positif
bagus,1,positif
best,0,positif
oke,0,positif
sangat baik,1,positif
aplikasi sangat bagus,1,positif
bqgus,0,positif
very good,0,positif
mantap,1,positif
sangat muas,0,positif
aplikasi bagus,1,positif
puasbanyak promonya,0,positif
transaksi lebih gampang,1,positif
sangat baik,1,positif
mantap,1,positif
aplikasi sangat mantapppp,0,positif
bagus mantap,2,positif
mantap,1,positif
kontolllllllll,0,positif
mantap,1,positif
puas,0,positif
bagus mudah,2,positif
enggak,0,positif
bagus sangat bantu sekali,2,positif
memuaskandan lebih ditingktkan,0,positif
mantap,1,positif
mantap,1,positif
good,0,positif
mantap,1,positif
sangat baik guna sekali,1,positif
penguna lama makin banyak bonus good job,0,positif
sangat bagus mudah cek kuota paket kuotapermasalahan mendowllaod aplikasi ini karena tidak buka lgimohon bantu,2,positif
mantap,1,positif
mantap,1,positif
mantap,1,positif
baik,1,positif
cepat proses,1,positif
lumayan bagus,2,positif
sanagat baik,1,positif
mudah banget,1,positif
baik,1,positif
bagus,1,positif
keren,1,positif
mantap,1,positif
mudah,1,positif
keren,1,positif
mantap sekali,1,positif
sangat muas,0,positif
transaksi lebih aman mudah,2,positif
sangat puas,0,positif
baik banget asli,2,positif
bagus,1,positif
provider baik,1,positif
nice,0,positif
jos,0,positif
sangat bagus,1,positif
puas,0,positif
bagus,1,positif
sangat puas,0,positif
mantap,1,positif
good,0,positif
sangat baik,1,positif
mantap,1,positif
mahal leg,0,positif
terima kasih,2,positif
terbaekkk,0,positif
jaringanya sekarangmulai lemoot lemahhh,0,positif
aplikasi sangat bantu sangat mudah guna,2,positif
oke,0,positif
top,1,positif
mantap,1,positif
telkomsel is the best,0,positif
nagayaaaa baguskereeen,0,positif
telkomsel memang hebat,1,positif
kualitas sinyal nya baik,1,positif
sangat mudah kan transaksi mana,1,positif
kalau koneksi internet tolong dong sangat boros jadi uras kantong,0,positif
langgan setia telkomselpokoknya mantab,1,positif
telkomsel hebat,1,positif
bagus aplksny gaess,1,positif
aplikasi sangat bagus bila beli paket internet,1,positif
oke mana tempat tingkat layan murah biaya tambah oke,0,positif
mantap,1,positif
mantap,1,positif
bags banget,0,positif
kalau min informasi harga sembunyi terima gift biasa jual kuota lewat gift harga rebu jadi rebu harga asli rahasia usaha,0,positif
telkomsel komunikasi lancar,1,positif
nyaman aman,2,positif
tarik,0,positif
pulsa sini sangat murah ayo cepat download,2,positif
sangat puas,0,positif
sangat bagus,1,positif
sangat muas aplikasi sangat recommended,0,positif
baik banget tanggepan langsung ditanggepin terima kasih mytelkomsel,3,positif
sangat muas,0,positif
mantap telkomsel,1,positif
cukup bantu,1,positif
mantap,1,positif
sangat cocok,1,positif
terimakasih,0,positif
kartu legenda paling lama indonesia,0,positif
josss,0,positif
sangat bagus suka,2,positif
bantu,1,positif
sgat memuaskn,0,positif
sangat bantu,1,positif
gooood,0,positif
nice,0,positif
sangat membantuuu,0,positif
harga nya yang lebih murah dong,0,positif
mantap,1,positif
mantap banget,1,positif
proses cepat tq,1,positif
enggak reedem poin hari,0,positif
moga dapat iphone undi sekolah hp sudah dukung,1,positif
moga ada promo lebih murah,0,positif
sangat baik,1,positif
mantap,1,positif
sangat,0,positif
bagus banyak tarik,2,positif
kualitas jaring sangat bagus,1,positif
mantap,1,positif
telkomsel bagaimana sih pulsa tibaberkurang padahal paket banyak waktu masa aktif nya lama tiba kurang alami jadi yang sama,0,positif
bagus bageeeeeet,1,positif
top,1,positif
murah,0,positif
enggak,0,positif
mantap,1,positif
mantaapppadain lebih murah ya,0,positif
mantap telkomsel,1,positif
baru coba,0,positif
sangat bantu,1,positif
promosi,0,positif
good,0,positif
gila keren gaul,0,positif
sangat mudah beli kuota praktis,2,positif
mantap,1,positif
bagus tingkat terus,1,positif
cukup baik,1,positif
mungkin beberapa waktu jaring kurang stabil saya tetap setia sama tsel moga makin baik depan,0,positif
baik,1,positif
murah kualitas,0,positif
